Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20170307T102711_20170307T102738_015585_0199F1_CEF9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170307T102711_20170307T102738_015585_0199F1_CEF9.zip,S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D.zip,50,24
S1A_IW_SLC__1SDV_20170307T102711_20170307T102738_015585_0199F1_CEF9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170307T102711_20170307T102738_015585_0199F1_CEF9.zip,S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,83,36
S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B.zip,S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D.zip,16,12
S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B.zip,S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,17,24
S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170319T102723_20170319T102750_015760_019F24_525B.zip,S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,18,36
S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D.zip,S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,33,12
S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D.zip,S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,2,24
S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T102723_20170331T102751_015935_01A45A_F26D.zip,S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,110,36
S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,35,12
S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,77,24
S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170412T102723_20170412T102751_016110_01A9A5_4E03.zip,S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,44,36
S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,112,12
S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,79,24
S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170424T102724_20170424T102752_016285_01AF06_4BCD.zip,S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,8,36
S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,33,12
S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,104,24
S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170506T102725_20170506T102753_016460_01B44A_3AB3.zip,S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,111,36
S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,71,12
S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,78,24
S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170518T102725_20170518T102753_016635_01B9A2_4AC5.zip,S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,90,36
S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,7,12
S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,19,24
S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170530T102726_20170530T102754_016810_01BF06_3A3C.zip,S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,93,36
S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,12,12
S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,86,24
S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170611T102727_20170611T102755_016985_01C474_1DBB.zip,S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,13,36
S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,74,12
S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,25,24
S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170623T102727_20170623T102755_017160_01C9CC_E377.zip,S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,35,36
S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,99,12
S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,109,24
S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170705T102728_20170705T102756_017335_01CF18_1271.zip,S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,62,36
S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,10,12
S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,37,24
S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170717T102729_20170717T102756_017510_01D468_064E.zip,S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,60,36
S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,47,12
S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,70,24
S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170729T102729_20170729T102757_017685_01D9C4_2413.zip,S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,41,36
S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,23,12
S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,6,24
S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170810T102730_20170810T102758_017860_01DF17_CF55.zip,S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,88,36
S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,29,12
S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,111,24
S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170822T102731_20170822T102759_018035_01E469_716B.zip,S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,113,36
S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,82,12
S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,84,24
S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170903T102731_20170903T102759_018210_01E9AD_41AA.zip,S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,41,36
S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,2,12
S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,41,24
S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170915T102732_20170915T102759_018385_01EF21_2875.zip,S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,111,36
S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,43,12
S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,113,24
S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170927T102732_20170927T102800_018560_01F47C_912E.zip,S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,116,36
S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,70,12
S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,73,24
S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171009T102732_20171009T102800_018735_01F9CC_BB0E.zip,S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680.zip,90,36
S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,3,12
S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680.zip,20,24
S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171021T102732_20171021T102800_018910_01FF31_8D47.zip,S1A_IW_SLC__1SDV_20171126T102732_20171126T102800_019435_020F7F_643B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171126T102732_20171126T102800_019435_020F7F_643B.zip,91,36
S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171114T102732_20171114T102800_019260_0209F5_5680.zip,17,12
S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,S1A_IW_SLC__1SDV_20171126T102732_20171126T102800_019435_020F7F_643B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171126T102732_20171126T102800_019435_020F7F_643B.zip,94,24
S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171102T102732_20171102T102800_019085_020480_325B.zip,S1A_IW_SLC__1SDV_20171208T102731_20171208T102759_019610_0214F2_C140,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171208T102731_20171208T102759_019610_0214F2_C140.zip,10,36
